Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Quantity
20.2,Low Fat,0.100114941,Household,188.3898,OUT045,2002,,Tier 2,Supermarket Type1,3554.7062,18.868888867656317
,Regular,0.22417463,Snack Foods,168.8816,OUT019,1985,Small,Tier 1,Grocery Store,167.7816,0.9934865609989484
14.15,Low Fat,0.035943717,Soft Drinks,40.5138,OUT046,1997,Small,Tier 1,Supermarket Type1,446.7518,11.02715124229275
16.5,Regular,0.06619442,Breakfast,184.4292,OUT013,1987,High,Tier 3,Supermarket Type1,3101.2964,16.8156474137501
13.3,Regular,0.071439051,Fruits and Vegetables,61.0536,OUT035,2004,Small,Tier 2,Supermarket Type1,1898.8616,31.101550113343027
9.195,Low Fat,0.108059141,Snack Foods,181.7634,OUT049,1999,Medium,Tier 1,Supermarket Type1,6179.9556,34.0
,Low Fat,0.026216144,Frozen Foods,207.5954,OUT027,1985,Medium,Tier 3,Supermarket Type3,6668.6528,32.12331679796373
9.0,Low Fat,0.085938463,Snack Foods,168.6816,OUT035,2004,Small,Tier 2,Supermarket Type1,1342.2528,7.957316032098343
15.7,Regular,0.008734284,Meat,207.898,OUT035,2004,Small,Tier 2,Supermarket Type1,3095.97,14.891773850638293
18.1,Low Fat,0.049016517,Household,128.7336,OUT049,1999,Medium,Tier 1,Supermarket Type1,2173.1712,16.881149909580717
,Low Fat,0.111554381,Snack Foods,59.822,OUT027,1985,Medium,Tier 3,Supermarket Type3,1677.816,28.04680552305172
15.7,Regular,0.030672457,Snack Foods,253.1724,OUT049,1999,Medium,Tier 1,Supermarket Type1,5285.1204,20.875578854567085
9.195,Regular,0.077995641,Meat,107.1596,OUT013,1987,High,Tier 3,Supermarket Type1,2804.3496,26.169840126316263
,Low Fat,0.085715273,Frozen Foods,146.6076,OUT027,1985,Medium,Tier 3,Supermarket Type3,1773.6912,12.098221374608139
13.85,Regular,0.056432784,Breakfast,234.93,OUT045,2002,,Tier 2,Supermarket Type1,4660.6,19.83824969139744
20.2,Low Fat,0.066200667,Household,61.451,OUT018,2009,Medium,Tier 3,Supermarket Type2,126.502,2.0585832614603503
,Regular,0.245542627,Seafood,172.2764,OUT019,1985,Small,Tier 1,Grocery Store,171.7764,0.9970976872049799
13.65,Regular,0.0127517,Snack Foods,55.5588,OUT046,1997,Small,Tier 1,Supermarket Type1,1603.2464,28.856749965802
15.0,Regular,0.077949334,Meat,238.7248,OUT013,1987,High,Tier 3,Supermarket Type1,2133.2232,8.935909465627367
10.695,Low Fat,0.064022881,Household,36.0848,OUT018,2009,Medium,Tier 3,Supermarket Type2,372.848,10.332549993349
,Regular,0.182407266,Dairy,109.157,OUT027,1985,Medium,Tier 3,Supermarket Type3,1867.569,17.109017287026944
14.0,Regular,0.136328794,Frozen Foods,54.864,OUT018,2009,Medium,Tier 3,Supermarket Type2,319.584,5.8250218722659675
6.655,Low Fat,0.016958832,Fruits and Vegetables,210.0586,OUT046,1997,Small,Tier 1,Supermarket Type1,4221.172,20.095211526688264
16.5,Regular,0.068125756,Canned,101.199,OUT046,1997,Small,Tier 1,Supermarket Type1,1031.99,10.197630411367701
9.6,Regular,0.02734361,Snack Foods,257.8304,OUT046,1997,Small,Tier 1,Supermarket Type1,1808.3128,7.013574815072233
6.55,Regular,0.034658144,Breads,155.8288,OUT049,1999,Medium,Tier 1,Supermarket Type1,1099.9016,7.058397420759191
16.25,Low Fat,0.0,Canned,89.8804,OUT017,2007,,Tier 2,Supermarket Type1,1102.5648,12.267021508582518
15.25,Regular,0.065841719,Snack Foods,179.866,OUT013,1987,High,Tier 3,Supermarket Type1,2696.49,14.991660458341208
9.695,Regular,0.029158763,Canned,174.537,OUT035,2004,Small,Tier 2,Supermarket Type1,1235.059,7.076201607682038
,Low Fat,0.063649582,Frozen Foods,74.7696,OUT019,1985,Small,Tier 1,Grocery Store,74.5696,0.9973251160899617
16.0,Low Fat,0.05706009,Dairy,225.0404,OUT046,1997,Small,Tier 1,Supermarket Type1,4950.8888,22.0
15.85,Low Fat,0.11566015,Breads,218.3166,OUT010,1998,,Tier 3,Grocery Store,435.4332,1.994503395527413
,Low Fat,0.075691713,Fruits and Vegetables,98.241,OUT027,1985,Medium,Tier 3,Supermarket Type3,2220.443,22.601999165317945
18.85,Low Fat,0.167844438,Household,193.9136,OUT049,1999,Medium,Tier 1,Supermarket Type1,3110.6176,16.041255486979768
6.215,Regular,0.049722335,Baking Goods,224.5062,OUT045,2002,,Tier 2,Supermarket Type1,4514.124,20.10690127934106
,Low Fat,0.14095631,Canned,167.7132,OUT027,1985,Medium,Tier 3,Supermarket Type3,3889.6036,23.191994428584035
11.8,Low Fat,0.058827557,Health and Hygiene,80.8618,OUT049,1999,Medium,Tier 1,Supermarket Type1,1288.9888,15.940639461402046
7.325,Low Fat,0.093765794,Fruits and Vegetables,90.3146,OUT018,2009,Medium,Tier 3,Supermarket Type2,1733.0774,19.189338157950097
10.5,Low Fat,0.048092816,Hard Drinks,159.2946,OUT049,1999,Medium,Tier 1,Supermarket Type1,1893.5352,11.88700181927071
15.7,Regular,0.018968743,Fruits and Vegetables,61.9536,OUT045,2002,,Tier 2,Supermarket Type1,1225.072,19.774024431187208
,Low Fat,0.024032484,Fruits and Vegetables,124.973,OUT027,1985,Medium,Tier 3,Supermarket Type3,2463.46,19.71193777856017
13.0,Regular,0.070444232,Snack Foods,63.4484,OUT045,2002,,Tier 2,Supermarket Type1,1043.9744,16.45391215538926
13.5,Regular,0.125469442,Snack Foods,264.491,OUT049,1999,Medium,Tier 1,Supermarket Type1,6574.775,24.858218238049687
6.865,Low Fat,0.01405025,Soft Drinks,128.9652,OUT018,2009,Medium,Tier 3,Supermarket Type2,1679.1476,13.020160477400104
7.785,Low Fat,0.139436695,Dairy,103.0306,OUT013,1987,High,Tier 3,Supermarket Type1,2404.2038,23.33485197601489
17.7,Regular,0.016593506,Fruits and Vegetables,46.9034,OUT035,2004,Small,Tier 2,Supermarket Type1,972.068,20.72489414413454
20.2,Low Fat,0.124261614,Household,93.6462,OUT010,1998,,Tier 3,Grocery Store,277.6386,2.9647609833607773
7.855,Low Fat,0.011261165,Canned,189.5188,OUT046,1997,Small,Tier 1,Supermarket Type1,1904.188,10.047488692414685
6.36,Low Fat,0.120520818,Fruits and Vegetables,45.906,OUT035,2004,Small,Tier 2,Supermarket Type1,419.454,9.137236962488563
17.0,Regular,0.015965308,Snack Foods,229.4352,OUT046,1997,Small,Tier 1,Supermarket Type1,4809.7392,20.963388355404923
5.78,Low Fat,0.096386227,Breads,163.5552,OUT046,1997,Small,Tier 1,Supermarket Type1,1787.0072,10.926018860910567
11.5,Low Fat,0.073029341,Fruits and Vegetables,187.953,OUT045,2002,,Tier 2,Supermarket Type1,2656.542,14.134076072209542
,Regular,0.043443753,Fruits and Vegetables,158.1946,OUT027,1985,Medium,Tier 3,Supermarket Type3,6942.9624,43.888744622129956
18.2,Low Fat,0.049520593,Fruits and Vegetables,147.3734,OUT018,2009,Medium,Tier 3,Supermarket Type2,2375.5744,16.1194245365853
18.25,Low Fat,0.079152918,Frozen Foods,223.8062,OUT013,1987,High,Tier 3,Supermarket Type1,4288.4178,19.161300267821
12.6,Low Fat,0.048741487,Breads,60.4194,OUT013,1987,High,Tier 3,Supermarket Type1,990.7104,16.397223408375456
8.575,Regular,0.071958197,Dairy,195.3794,OUT049,1999,Medium,Tier 1,Supermarket Type1,3511.4292,17.972361466971442
18.2,Low Fat,0.162147349,Fruits and Vegetables,37.719,OUT018,2009,Medium,Tier 3,Supermarket Type2,549.285,14.562554680664915
8.115,Regular,0.05382735,Canned,155.2972,OUT010,1998,,Tier 3,Grocery Store,311.5944,2.0064392661297177
12.65,Low Fat,0.069565759,Meat,52.4324,OUT045,2002,,Tier 2,Supermarket Type1,571.2564,10.895103027898779
,Low Fat,0.056019324,Frozen Foods,40.0454,OUT027,1985,Medium,Tier 3,Supermarket Type3,419.454,10.474461486213148
8.775,Low Fat,0.109911272,Dairy,41.9428,OUT046,1997,Small,Tier 1,Supermarket Type1,1537.998,36.668939603459954
5.94,Regular,0.029366813,Breads,187.7556,OUT035,2004,Small,Tier 2,Supermarket Type1,3755.112,20.000000000000004
18.85,Low Fat,0.055347985,Baking Goods,131.5284,OUT035,2004,Small,Tier 2,Supermarket Type1,1581.9408,12.02737051465691
9.8,Regular,0.0,Baking Goods,49.2008,OUT013,1987,High,Tier 3,Supermarket Type1,657.8104,13.369912684346595
12.65,Regular,0.156926608,Fruits and Vegetables,238.3538,OUT017,2007,,Tier 2,Supermarket Type1,5528.1374,23.192990420123362
20.7,Low Fat,0.039405676,Household,149.8366,OUT018,2009,Medium,Tier 3,Supermarket Type2,2267.049,15.130141767765686
14.65,Low Fat,0.170176516,Hard Drinks,55.2614,OUT013,1987,High,Tier 3,Supermarket Type1,718.3982,12.999999999999998
,Low Fat,0.033777629,Frozen Foods,222.8456,OUT027,1985,Medium,Tier 3,Supermarket Type3,7073.4592,31.741525073862803
15.85,Low Fat,0.057546914,Snack Foods,55.8956,OUT018,2009,Medium,Tier 3,Supermarket Type2,491.3604,8.7906811985201
17.25,Regular,0.160095901,Fruits and Vegetables,61.5194,OUT017,2007,,Tier 2,Supermarket Type1,1052.6298,17.110534237980215
16.0,Regular,0.099832728,Frozen Foods,87.4856,OUT017,2007,,Tier 2,Supermarket Type1,263.6568,3.0137165430653727
6.32,Low Fat,0.012717946,Meat,40.2822,OUT046,1997,Small,Tier 1,Supermarket Type1,628.5152,15.602802230265477
6.525,Low Fat,0.090278634,Household,86.7882,OUT035,2004,Small,Tier 2,Supermarket Type1,1975.4286,22.761488312927334
6.695,Low Fat,0.0,Starchy Foods,191.882,OUT013,1987,High,Tier 3,Supermarket Type1,3861.64,20.125076870159784
14.85,Regular,0.009958941,Snack Foods,157.963,OUT045,2002,,Tier 2,Supermarket Type1,2816.334,17.829073897051842
17.1,Low Fat,0.032678839,Frozen Foods,150.7392,OUT049,1999,Medium,Tier 1,Supermarket Type1,3131.9232,20.77709845879506
10.3,Regular,0.0,Fruits and Vegetables,115.0176,OUT013,1987,High,Tier 3,Supermarket Type1,4122.6336,35.84350221183541
19.7,Low Fat,0.077849003,Baking Goods,179.166,OUT013,1987,High,Tier 3,Supermarket Type1,3056.022,17.05693044439235
10.695,Regular,0.011443222,Snack Foods,73.5038,OUT049,1999,Medium,Tier 1,Supermarket Type1,1478.076,20.10883791042096
7.285,Low Fat,0.031214809,Household,177.1054,OUT045,2002,,Tier 2,Supermarket Type1,2626.581,14.830609343362767
17.7,Low Fat,0.051146565,Household,127.3678,OUT018,2009,Medium,Tier 3,Supermarket Type2,3306.3628,25.959173354646936
18.25,Low Fat,0.015302653,Snack Foods,198.0084,OUT049,1999,Medium,Tier 1,Supermarket Type1,793.6336,4.00808046527319
5.175,Regular,0.04937018,Snack Foods,106.7622,OUT010,1998,,Tier 3,Grocery Store,211.7244,1.983140100147805
5.635,Low Fat,0.0,Baking Goods,148.705,OUT049,1999,Medium,Tier 1,Supermarket Type1,1198.44,8.059177566322585
6.035,Low Fat,0.236433601,Snack Foods,155.5998,OUT010,1998,,Tier 3,Grocery Store,153.7998,0.9884318617376116
14.8,Low Fat,0.081372267,Meat,191.4846,OUT018,2009,Medium,Tier 3,Supermarket Type2,3057.3536,15.96657694665785
18.25,Regular,0.18329488,Dairy,111.657,OUT046,1997,Small,Tier 1,Supermarket Type1,1537.998,13.77430882076359
16.1,Regular,0.06358934,Dairy,179.4318,OUT018,2009,Medium,Tier 3,Supermarket Type2,360.8636,2.0111462962529494
16.75,Low Fat,0.060792265,Dairy,170.4106,OUT018,2009,Medium,Tier 3,Supermarket Type2,513.3318,3.0123231770793604
17.7,Regular,0.0,Starchy Foods,184.3924,OUT046,1997,Small,Tier 1,Supermarket Type1,4257.1252,23.087313793844
8.88,Low Fat,0.098775709,Household,208.927,OUT049,1999,Medium,Tier 1,Supermarket Type1,7130.718,34.13018901338745
18.2,Low Fat,0.270300331,Fruits and Vegetables,38.319,OUT010,1998,,Tier 3,Grocery Store,109.857,2.866906756439364
11.15,Low Fat,0.119852889,Dairy,44.9744,OUT013,1987,High,Tier 3,Supermarket Type1,498.0184,11.073375075598562
20.0,Low Fat,0.034563936,Baking Goods,45.3086,OUT017,2007,,Tier 2,Supermarket Type1,490.6946,10.83005433846996
7.935,Low Fat,0.031710329,Household,263.091,OUT013,1987,High,Tier 3,Supermarket Type1,5522.811,20.992017970968217
20.1,Low Fat,0.074778547,Dairy,110.7228,OUT045,2002,,Tier 2,Supermarket Type1,1657.842,14.972905309475555
13.65,Regular,0.013035609,Fruits and Vegetables,114.7834,OUT035,2004,Small,Tier 2,Supermarket Type1,3455.502,30.104544733820394
6.635,Regular,0.046277956,Frozen Foods,36.7506,OUT018,2009,Medium,Tier 3,Supermarket Type2,75.9012,2.0653050562439796
18.25,Low Fat,0.0793795,Frozen Foods,226.1062,OUT045,2002,,Tier 2,Supermarket Type1,6771.186,29.94692759420131
11.15,Low Fat,0.073783159,Others,66.0142,OUT017,2007,,Tier 2,Supermarket Type1,988.713,14.977277616028065
19.5,Low Fat,0.01572192,Household,185.6608,OUT035,2004,Small,Tier 2,Supermarket Type1,918.804,4.948831417294334
6.48,Low Fat,0.033952603,Snack Foods,148.2076,OUT049,1999,Medium,Tier 1,Supermarket Type1,3399.5748,22.93792491073332
11.15,Regular,0.105220024,Baking Goods,102.7648,OUT013,1987,High,Tier 3,Supermarket Type1,1142.5128,11.117744597371862
5.985,Low Fat,0.095715608,Frozen Foods,125.8678,OUT013,1987,High,Tier 3,Supermarket Type1,3560.6984,28.289192311298045
7.27,Low Fat,0.046822808,Health and Hygiene,99.3384,OUT017,2007,,Tier 2,Supermarket Type1,2759.0752,27.774508145893233
6.78,Regular,0.0,Fruits and Vegetables,227.5694,OUT049,1999,Medium,Tier 1,Supermarket Type1,3653.9104,16.056246577966984
9.195,Regular,0.04731256,Frozen Foods,50.7666,OUT018,2009,Medium,Tier 3,Supermarket Type2,512.666,10.098489952055093
19.5,Regular,0.077108099,Soft Drinks,232.8958,OUT013,1987,High,Tier 3,Supermarket Type1,5608.6992,24.082440301628452
6.59,Low Fat,0.106027474,Fruits and Vegetables,83.9908,OUT018,2009,Medium,Tier 3,Supermarket Type2,1426.1436,16.979759687965828
7.51,Low Fat,0.01742908,Fruits and Vegetables,229.601,OUT046,1997,Small,Tier 1,Supermarket Type1,6201.927,27.011759530664065
,Low Fat,0.073229342,Household,254.1014,OUT019,1985,Small,Tier 1,Grocery Store,255.0014,1.003541893118259
,Low Fat,0.157257637,Frozen Foods,215.0192,OUT019,1985,Small,Tier 1,Grocery Store,1078.596,5.016277616138465
,Low Fat,0.039988162,Frozen Foods,55.7298,OUT027,1985,Medium,Tier 3,Supermarket Type3,1024.6662,18.386324731113334
12.5,Low Fat,0.081119484,Meat,220.0798,OUT035,2004,Small,Tier 2,Supermarket Type1,1322.2788,6.0081788514893235
17.0,Low Fat,0.052421981,Health and Hygiene,123.773,OUT018,2009,Medium,Tier 3,Supermarket Type2,1231.73,9.951524161166006
,Low Fat,0.070791391,Health and Hygiene,46.4086,OUT027,1985,Medium,Tier 3,Supermarket Type3,2007.387,43.25463383941769
12.65,Low Fat,0.069817659,Meat,53.5324,OUT017,2007,,Tier 2,Supermarket Type1,830.9184,15.52178493771996
12.5,Regular,0.109971578,Fruits and Vegetables,82.7592,OUT035,2004,Small,Tier 2,Supermarket Type1,577.9144,6.98308345174917
18.7,Regular,0.091950972,Meat,184.2292,OUT018,2009,Medium,Tier 3,Supermarket Type2,1277.0044,6.931606933102897
11.0,Regular,0.133145617,Canned,218.4798,OUT046,1997,Small,Tier 1,Supermarket Type1,2203.798,10.086964561483486
,Low Fat,0.046609281,Household,248.6776,OUT019,1985,Small,Tier 1,Grocery Store,495.3552,1.99195745817074
7.35,Low Fat,0.028652919,Fruits and Vegetables,40.5454,OUT045,2002,,Tier 2,Supermarket Type1,545.2902,13.44887952764062
10.895,Low Fat,0.136696892,Dairy,264.5568,OUT013,1987,High,Tier 3,Supermarket Type1,5536.7928,20.928559764859568
17.2,Regular,0.012002075,Canned,165.3184,OUT013,1987,High,Tier 3,Supermarket Type1,990.7104,5.992741279857536
15.5,Regular,0.025513973,Baking Goods,83.7934,OUT017,2007,,Tier 2,Supermarket Type1,1474.0812,17.591853296321666
7.905,Low Fat,0.064194304,Hard Drinks,229.4694,OUT045,2002,,Tier 2,Supermarket Type1,2055.3246,8.956856992697064
9.8,Low Fat,0.013920032,Soft Drinks,45.006,OUT017,2007,,Tier 2,Supermarket Type1,792.302,17.6043638625961
11.6,Regular,0.079251097,Frozen Foods,79.2276,OUT018,2009,Medium,Tier 3,Supermarket Type2,649.8208,8.201949825565839
,Regular,0.121043709,Baking Goods,59.422,OUT027,1985,Medium,Tier 3,Supermarket Type3,1078.596,18.151459055568644
,Low Fat,0.048545853,Breads,60.1194,OUT027,1985,Medium,Tier 3,Supermarket Type3,1114.5492,18.538927534206927
5.825,Low Fat,0.091467933,Household,159.7894,OUT035,2004,Small,Tier 2,Supermarket Type1,1294.3152,8.10013179847975
16.35,Low Fat,0.0,Fruits and Vegetables,196.3426,OUT018,2009,Medium,Tier 3,Supermarket Type2,1384.1982,7.049912754542316
14.7,Low Fat,0.020916223,Hard Drinks,141.8128,OUT035,2004,Small,Tier 2,Supermarket Type1,1869.5664,13.183340290862319
11.6,Low Fat,0.0,Soft Drinks,141.9154,OUT035,2004,Small,Tier 2,Supermarket Type1,992.7078,6.995067483867149
16.75,Low Fat,0.104768536,Snack Foods,155.163,OUT013,1987,High,Tier 3,Supermarket Type1,2972.797,19.15918743514884
12.5,Low Fat,0.020680499,Breads,197.2742,OUT013,1987,High,Tier 3,Supermarket Type1,2587.9646,13.118616625995694
12.6,Regular,0.123727659,Dairy,253.0356,OUT010,1998,,Tier 3,Grocery Store,254.3356,1.0051376169993471
12.35,Low Fat,0.163805509,Household,117.6124,OUT013,1987,High,Tier 3,Supermarket Type1,3910.9092,33.25252439368638
13.35,Low Fat,0.065082452,Baking Goods,93.0804,OUT045,2002,,Tier 2,Supermarket Type1,2113.2492,22.703482150914695
,Regular,0.182128363,Baking Goods,165.65,OUT019,1985,Small,Tier 1,Grocery Store,665.8,4.019317838816782
,Regular,0.01871404,Fruits and Vegetables,223.4772,OUT027,1985,Medium,Tier 3,Supermarket Type3,7116.0704,31.84248952465844
,Low Fat,0.159096908,Hard Drinks,129.3336,OUT019,1985,Small,Tier 1,Grocery Store,127.8336,0.9884020857688954
6.63,Regular,0.103935018,Baking Goods,166.85,OUT013,1987,High,Tier 3,Supermarket Type1,5326.4,31.923284387174107
6.61,Regular,0.029129907,Snack Foods,188.4898,OUT018,2009,Medium,Tier 3,Supermarket Type2,4677.245,24.814313559672723
19.6,Regular,0.128011859,Snack Foods,166.8816,OUT035,2004,Small,Tier 2,Supermarket Type1,1845.5976,11.059323496419019
13.6,Regular,0.119850541,Dairy,234.53,OUT017,2007,,Tier 2,Supermarket Type1,6524.84,27.8209184326099
,Low Fat,0.073985248,Snack Foods,252.5724,OUT027,1985,Medium,Tier 3,Supermarket Type3,3271.7412,12.953676648754971
19.25,Regular,0.027233781,Meat,197.511,OUT017,2007,,Tier 2,Supermarket Type1,982.055,4.972153449681284
,Low Fat,0.079440262,Soft Drinks,86.7882,OUT019,1985,Small,Tier 1,Grocery Store,85.8882,0.9896299266490144
20.0,Regular,0.060022526,Baking Goods,168.7132,OUT045,2002,,Tier 2,Supermarket Type1,6426.3016,38.090093721178896
,Low Fat,0.02110482,Canned,217.0824,OUT027,1985,Medium,Tier 3,Supermarket Type3,6769.8544,31.185643792403255
20.75,Low Fat,0.181958524,Snack Foods,161.0578,OUT010,1998,,Tier 3,Grocery Store,481.3734,2.9888238880699975
7.235,Low Fat,0.058222587,Snack Foods,114.8834,OUT049,1999,Medium,Tier 1,Supermarket Type1,3340.3186,29.0757289564898
,Low Fat,0.054723717,Health and Hygiene,36.6874,OUT027,1985,Medium,Tier 3,Supermarket Type3,1058.622,28.855192790985466
6.78,Low Fat,0.066724663,Fruits and Vegetables,187.724,OUT049,1999,Medium,Tier 1,Supermarket Type1,1491.392,7.944599518441969
7.3,Low Fat,0.144167934,Frozen Foods,146.3076,OUT010,1998,,Tier 3,Grocery Store,886.8456,6.061514234393838
12.3,Low Fat,0.052458358,Household,188.753,OUT013,1987,High,Tier 3,Supermarket Type1,3795.06,20.10595858079077
16.85,Low Fat,0.139985583,Snack Foods,145.276,OUT018,2009,Medium,Tier 3,Supermarket Type2,2490.092,17.14042236845728
14.65,Regular,0.099286298,Snack Foods,49.8666,OUT049,1999,Medium,Tier 1,Supermarket Type1,563.9326,11.308823942277998
15.6,Low Fat,0.037680711,Snack Foods,123.7704,OUT035,2004,Small,Tier 2,Supermarket Type1,3129.26,25.282781666698988
17.35,Low Fat,0.168064909,Household,176.2712,OUT018,2009,Medium,Tier 3,Supermarket Type2,1230.3984,6.980144232296598
16.0,Low Fat,0.090111173,Dairy,141.3154,OUT049,1999,Medium,Tier 1,Supermarket Type1,3261.7542,23.081378250353463
17.0,Low Fat,0.136286138,Fruits and Vegetables,170.9106,OUT018,2009,Medium,Tier 3,Supermarket Type2,1197.7742,7.008191417033234
11.5,Regular,0.125857678,Frozen Foods,100.5358,OUT045,2002,,Tier 2,Supermarket Type1,2111.2518,21.0
5.695,Regular,0.067700925,Breads,256.5988,OUT046,1997,Small,Tier 1,Supermarket Type1,2055.9904,8.012470829949322
15.2,Low Fat,0.112896669,Soft Drinks,36.0848,OUT046,1997,Small,Tier 1,Supermarket Type1,1193.1136,33.064159978716795
9.1,Low Fat,0.173973652,Baking Goods,126.5362,OUT013,1987,High,Tier 3,Supermarket Type1,1761.7068,13.922551807308897
16.85,Low Fat,0.0,Snack Foods,146.076,OUT017,2007,,Tier 2,Supermarket Type1,2636.568,18.04928941099154
11.15,Low Fat,0.073516952,Others,65.9142,OUT045,2002,,Tier 2,Supermarket Type1,790.9704,12.000000000000002
17.0,Low Fat,0.119285634,Frozen Foods,247.4434,OUT013,1987,High,Tier 3,Supermarket Type1,2980.1208,12.043646344982328
7.47,Regular,0.153011599,Frozen Foods,215.2218,OUT017,2007,,Tier 2,Supermarket Type1,3419.5488,15.888487132809036
20.7,Low Fat,0.04875891,Fruits and Vegetables,37.3506,OUT046,1997,Small,Tier 1,Supermarket Type1,834.9132,22.353407977381888
15.6,Regular,0.105276162,Snack Foods,173.2764,OUT035,2004,Small,Tier 2,Supermarket Type1,3779.0808,21.809552830044947
17.7,Regular,0.122123201,Meat,100.7674,OUT045,2002,,Tier 2,Supermarket Type1,814.9392,8.087329830877843
13.0,Low Fat,0.082970667,Household,60.0194,OUT049,1999,Medium,Tier 1,Supermarket Type1,1114.5492,18.56981575957107
14.0,Regular,0.029782937,Dairy,146.3786,OUT045,2002,,Tier 2,Supermarket Type1,866.8716,5.9221197634080385
18.85,Regular,0.067953506,Dairy,119.044,OUT046,1997,Small,Tier 1,Supermarket Type1,2396.88,20.134404085884213
15.7,Low Fat,0.03722507,Soft Drinks,182.4634,OUT035,2004,Small,Tier 2,Supermarket Type1,1999.3974,10.957799756005862
15.85,Low Fat,0.020487625,Household,44.0112,OUT046,1997,Small,Tier 1,Supermarket Type1,468.7232,10.650089068237175
6.175,Regular,0.179077475,Meat,94.3752,OUT046,1997,Small,Tier 1,Supermarket Type1,1342.2528,14.222516084734124
,Low Fat,0.037131628,Canned,216.4824,OUT019,1985,Small,Tier 1,Grocery Store,218.3824,1.0087766950107722
